"2020-06-24T19:36:09.312525",10,65,0
"2020-06-24T19:36:09.318526300",110,6215,2
"2020-06-24T19:36:09.337530800",610,186965,17
"2020-06-24T19:36:09.366537300",1610,1298465,27
"2020-06-24T19:36:09.578373800",6610,21855965,208
"2020-06-24T19:36:10.403548200",16610,137970965,823
"2020-06-24T19:36:13.344209",36610,670200965,2938
"2020-06-24T19:36:26.419186500",76610,2934660965,13071
"2020-06-24T19:37:24.428134",156610,12263580965,58005
"2020-06-24T19:40:10.221629200",256610,32924730965,165790
