"2020-06-24T19:36:35.316551400",10,10,0
"2020-06-24T19:36:35.320551700",110,110,0
"2020-06-24T19:36:35.323552400",610,610,1
"2020-06-24T19:36:35.325552900",1610,1610,0
"2020-06-24T19:36:35.331554",6610,6610,4
"2020-06-24T19:36:35.341556300",16610,16610,7
"2020-06-24T19:36:35.357560500",36610,36610,13
"2020-06-24T19:36:35.373563200",76610,76610,11
"2020-06-24T19:36:35.398568800",156610,156610,14
"2020-06-24T19:36:35.418573100",256610,256610,16
